epoch,step,test_acc,test_loss,train_acc,train_loss
4,8199,,,0.8125,0.5633267164230347
4,8249,,,0.78125,0.46889832615852356
4,8299,,,0.84375,0.42768239974975586
4,8349,,,0.84375,0.5347276926040649
4,8399,,,0.90625,0.32035794854164124
4,8449,,,0.875,0.3993452191352844
4,8499,,,0.78125,0.4962989389896393
4,8549,,,0.8125,0.4153560698032379
4,8599,,,0.71875,0.8150060176849365
4,8649,,,0.71875,0.6203605532646179
4,8699,,,0.71875,0.6254067420959473
4,8749,,,0.84375,0.43120402097702026
4,8799,,,0.78125,0.5883042812347412
4,8849,,,0.75,0.6513590216636658
4,8899,,,0.8125,0.48937997221946716
4,8949,,,0.84375,0.403442919254303
4,8999,,,0.875,0.38538798689842224
4,9049,,,0.78125,0.6198974847793579
4,9099,,,0.84375,0.4286876916885376
4,9149,,,0.8125,0.3810623288154602
4,9199,,,0.65625,0.7827218174934387
4,9249,,,0.875,0.36304694414138794
4,9299,,,0.6875,0.6720114946365356
4,9349,,,0.78125,0.5567182898521423
4,9399,,,0.84375,0.3365159034729004
4,9449,,,0.625,0.7765360474586487
5,9499,,,0.75,0.5510604381561279
5,9549,,,0.84375,0.35290735960006714
5,9599,,,0.75,0.4408285319805145
5,9649,,,0.65625,0.9591517448425293
5,9699,,,0.71875,0.6498777866363525
5,9749,,,0.78125,0.4024619460105896
5,9799,,,0.71875,0.6794866323471069
5,9849,,,0.875,0.3421136736869812
5,9899,,,0.875,0.44347313046455383
5,9949,,,0.75,0.5813746452331543
5,9999,,,0.75,0.4990246593952179
5,10049,,,0.71875,0.8154107332229614
5,10099,,,0.875,0.40317749977111816
5,10149,,,0.78125,0.5303649306297302
5,10199,,,0.78125,0.5341686606407166
5,10249,,,0.8125,0.4626472592353821
5,10299,,,0.8125,0.6397332549095154
5,10349,,,0.90625,0.2984005808830261
5,10399,,,0.6875,0.6788018941879272
5,10449,,,0.84375,0.652165412902832
5,10499,,,0.71875,0.5417283773422241
5,10549,,,0.59375,0.7520058155059814
5,10599,,,0.625,0.7986266613006592
5,10649,,,0.8125,0.6578728556632996
5,10699,,,0.90625,0.308791846036911
5,10749,,,0.8125,0.5184968709945679
5,10799,,,0.84375,0.436970591545105
5,10849,,,0.71875,0.655778169631958
5,10899,,,0.75,0.42706525325775146
5,10949,,,0.6875,0.5670132637023926
5,10999,,,0.78125,0.46347853541374207
5,11049,,,0.90625,0.35206174850463867
5,11099,,,0.8125,0.47193872928619385
5,11149,,,0.78125,0.5532320737838745
5,11199,,,0.84375,0.39802271127700806
5,11249,,,0.84375,0.37072503566741943
5,11299,,,0.78125,0.5929819941520691
6,11349,,,0.75,0.49500924348831177
6,11399,,,0.875,0.5363565683364868
6,11449,,,0.84375,0.5895376205444336
6,11499,,,0.625,0.94818514585495
6,11549,,,0.84375,0.5348000526428223
6,11599,,,0.6875,0.8162208199501038
6,11649,,,0.71875,0.8603309988975525
6,11699,,,0.8125,0.6564122438430786
6,11749,,,0.71875,0.8592559695243835
6,11799,,,0.6875,0.8124071359634399
6,11849,,,0.8125,0.5830471515655518
6,11899,,,0.84375,0.5323942303657532
6,11949,,,0.71875,0.7263281941413879
6,11999,,,0.71875,0.7612806558609009
6,12049,,,0.8125,0.645121157169342
6,12099,,,0.75,0.7760428190231323
6,12149,,,0.8125,0.6102955341339111
6,12199,,,0.78125,0.6905340552330017
6,12249,,,0.78125,0.6305382251739502
6,12299,,,0.8125,0.6118711233139038
6,12349,,,0.625,0.9099070429801941
6,12399,,,0.59375,1.0273118019104004
6,12449,,,0.84375,0.5974481105804443
6,12499,,,0.75,0.8532935380935669
6,12549,,,0.78125,0.6322436928749084
6,12599,,,0.75,0.7460247278213501
6,12649,,,0.78125,0.6640456914901733
6,12699,,,0.65625,0.9232292175292969
6,12749,,,0.9375,0.33198222517967224
6,12799,,,0.8125,0.7630345821380615
6,12849,,,0.6875,0.8713502287864685
6,12899,,,0.8125,0.5804116725921631
6,12949,,,0.8125,0.6429380178451538
6,12999,,,0.8125,0.611130952835083
6,13049,,,0.71875,0.7938935160636902
6,13099,,,0.625,0.9224725961685181
6,13149,,,0.90625,0.434354305267334
6,13199,,,0.78125,0.6631831526756287
7,13249,,,0.90625,0.4047941267490387
7,13299,,,0.875,0.48770585656166077
7,13349,,,0.84375,0.5075652003288269
7,13399,,,0.65625,0.990533173084259
7,13449,,,0.84375,0.6057581901550293
7,13499,,,0.875,0.5059723258018494
7,13549,,,0.90625,0.6543964147567749
7,13599,,,0.78125,0.6331982612609863
7,13649,,,0.71875,0.7579208612442017
7,13699,,,0.75,0.7436597347259521
7,13749,,,0.75,0.7124680280685425
7,13799,,,0.84375,0.6321581602096558
7,13849,,,0.71875,0.7337198257446289
7,13899,,,0.75,0.7776767015457153
7,13949,,,0.78125,0.6282709836959839
7,13999,,,0.75,0.7443667650222778
7,14049,,,0.78125,0.6622958779335022
7,14099,,,0.78125,0.6940329074859619
7,14149,,,0.75,0.780219316482544
7,14199,,,0.6875,0.815270185470581
7,14249,,,0.875,0.5172132849693298
7,14299,,,0.8125,0.5780559778213501
7,14349,,,0.71875,1.0080350637435913
7,14399,,,0.78125,0.7333465814590454
7,14449,,,0.84375,0.5668676495552063
7,14499,,,0.78125,0.6623640060424805
7,14549,,,0.90625,0.4110082983970642
7,14599,,,0.75,0.6802278757095337
7,14649,,,0.78125,0.6613907814025879
7,14699,,,0.75,0.806300163269043
7,14749,,,0.78125,0.6943222284317017
7,14799,,,0.75,0.7118927836418152
7,14849,,,0.75,0.7163881063461304
7,14899,,,0.625,0.9058421850204468
7,14949,,,0.875,0.48263227939605713
7,14999,,,0.8125,0.6748108863830566
7,15049,,,0.625,1.0066895484924316
7,15099,,,0.65625,0.7995797395706177
8,15149,,,0.8125,0.5778454542160034
8,15199,,,0.71875,0.7664015293121338
8,15249,,,0.625,0.9727171659469604
8,15299,,,0.78125,0.7653541564941406
8,15349,,,0.875,0.47357869148254395
8,15399,,,0.75,0.7127634882926941
8,15449,,,0.75,0.6562625169754028
8,15499,,,0.84375,0.5363041162490845
8,15549,,,0.75,0.7725852727890015
8,15599,,,0.78125,0.7344921827316284
8,15649,,,0.90625,0.4370791018009186
8,15699,,,0.75,0.8462597131729126
8,15749,,,0.84375,0.6031358242034912
8,15799,,,0.71875,0.7341290712356567
8,15849,,,0.75,0.8080787658691406
8,15899,,,0.78125,0.6626862287521362
8,15949,,,0.75,0.7746485471725464
8,15999,,,0.75,0.7411341667175293
8,16049,,,0.78125,0.6292910575866699
8,16099,,,0.75,0.7097644805908203
8,16149,,,0.78125,0.6899414658546448
8,16199,,,0.71875,0.8261376619338989
8,16249,,,0.84375,0.5606141090393066
8,16299,,,0.8125,0.584633469581604
8,16349,,,0.65625,0.9259995222091675
8,16399,,,0.8125,0.5829050540924072
8,16449,,,0.625,1.018559455871582
8,16499,,,0.875,0.440322607755661
8,16549,,,0.875,0.44521185755729675
8,16599,,,0.8125,0.613627552986145
8,16649,,,0.6875,0.8743876218795776
8,16699,,,0.78125,0.6907594799995422
8,16749,,,0.8125,0.6129462122917175
8,16799,,,0.875,0.5113415718078613
8,16849,,,0.75,0.6832221746444702
8,16899,,,0.78125,0.734961748123169
8,16949,,,0.6875,0.8085440993309021
8,16999,,,0.8125,0.6503646373748779
9,17049,,,0.6875,0.940090537071228
9,17099,,,0.75,0.684282124042511
9,17149,,,0.6875,0.8108921647071838
9,17199,,,0.78125,0.7630939483642578
9,17249,,,0.75,0.7453110814094543
9,17299,,,0.9375,0.4087885022163391
9,17349,,,0.71875,0.7647989988327026
9,17399,,,0.6875,0.8645015954971313
9,17449,,,0.71875,0.7645628452301025
9,17499,,,0.84375,0.49366456270217896
9,17549,,,0.75,0.8006387948989868
9,17599,,,0.90625,0.42288506031036377
9,17649,,,0.78125,0.629690408706665
9,17699,,,0.8125,0.5490671992301941
9,17749,,,0.78125,0.6969311237335205
9,17799,,,0.84375,0.5056269764900208
9,17849,,,0.78125,0.5980786085128784
9,17899,,,0.59375,0.9926110506057739
9,17949,,,0.84375,0.5310159921646118
9,17999,,,0.8125,0.6835699677467346
9,18049,,,0.71875,0.7617238759994507
9,18099,,,0.9375,0.3558623194694519
9,18149,,,0.75,0.679295539855957
9,18199,,,0.71875,0.8261578679084778
9,18249,,,0.65625,1.0251868963241577
9,18299,,,0.75,0.6520888209342957
9,18349,,,0.8125,0.6494879722595215
9,18399,,,0.78125,0.6609863042831421
9,18449,,,0.8125,0.5788301825523376
9,18499,,,0.71875,0.8363723754882812
9,18549,,,0.53125,1.1401004791259766
9,18599,,,0.75,0.6829904317855835
9,18649,,,0.625,1.0178651809692383
9,18699,,,0.8125,0.6126809120178223
9,18749,,,0.65625,0.9647462964057922
9,18799,,,0.8125,0.6128098964691162
9,18849,,,0.71875,0.8241256475448608
9,18899,,,0.75,0.7417430281639099
10,18949,,,0.75,0.712802529335022
10,18999,,,0.8125,0.5807247161865234
10,19049,,,0.75,0.7766465544700623
10,19099,,,0.84375,0.6337485313415527
10,19149,,,0.71875,0.7334108352661133
10,19199,,,0.625,0.9762860536575317
10,19249,,,0.75,0.7760029435157776
10,19299,,,0.6875,0.845044732093811
10,19349,,,0.6875,0.8449907302856445
10,19399,,,0.6875,0.8108864426612854
10,19449,,,0.875,0.6218996047973633
10,19499,,,0.875,0.5407419800758362
10,19549,,,0.65625,0.889514684677124
10,19599,,,0.84375,0.6018454432487488
10,19649,,,0.71875,0.7631483674049377
10,19699,,,0.71875,0.797316312789917
10,19749,,,0.84375,0.6675623655319214
10,19799,,,0.78125,0.7381259202957153
10,19849,,,0.6875,0.7503824234008789
10,19899,,,0.8125,0.5763593912124634
10,19949,,,0.625,0.8792250752449036
10,19999,,,0.84375,0.5620507001876831
10,20049,,,0.84375,0.6356549859046936
10,20099,,,0.8125,0.5784754753112793
10,20149,,,0.8125,0.5838026404380798
10,20199,,,0.8125,0.7151407599449158
10,20249,,,0.6875,0.807931661605835
10,20299,,,0.8125,0.6114161610603333
10,20349,,,0.8125,0.6407588720321655
10,20399,,,0.78125,0.717046856880188
10,20449,,,0.75,0.7112087607383728
10,20499,,,0.75,0.7417126297950745
10,20549,,,0.78125,0.7967278361320496
10,20599,,,0.75,0.6858651638031006
10,20649,,,0.71875,0.7610597610473633
10,20699,,,0.8125,0.5799984335899353
10,20749,,,0.75,0.7747370004653931
10,20799,,,0.75,0.711503267288208
11,20849,,,0.75,0.7804559469223022
11,20899,,,0.78125,0.6629550457000732
11,20949,,,0.75,0.7445229291915894
11,20999,,,0.8125,0.552432119846344
11,21049,,,0.71875,0.7050130367279053
11,21099,,,0.8125,0.6128275394439697
11,21149,,,0.90625,0.3936464786529541
11,21199,,,0.71875,0.8242853283882141
11,21249,,,0.71875,0.7035176157951355
11,21299,,,0.75,0.7102125883102417
11,21349,,,0.875,0.48355019092559814
11,21399,,,0.84375,0.5640465021133423
11,21449,,,0.75,0.7123374938964844
11,21499,,,0.75,0.8185880780220032
11,21549,,,0.8125,0.6438955068588257
11,21599,,,0.90625,0.42846184968948364
11,21649,,,0.78125,0.8651915788650513
11,21699,,,0.6875,0.8072375655174255
11,21749,,,0.84375,0.5681960582733154
11,21799,,,0.59375,0.9843364357948303
11,21849,,,0.59375,1.0800468921661377
11,21899,,,0.78125,0.6630353331565857
11,21949,,,0.84375,0.49648329615592957
11,21999,,,0.71875,0.6978304386138916
11,22049,,,0.8125,0.6127170324325562
11,22099,,,0.8125,0.5534870028495789
11,22149,,,0.71875,0.7651442289352417
11,22199,,,0.75,0.7891243100166321
11,22249,,,0.65625,0.8542720675468445
11,22299,,,0.84375,0.5610279440879822
11,22349,,,0.875,0.5081833004951477
11,22399,,,0.78125,0.6620435118675232
11,22449,,,0.71875,0.8301000595092773
11,22499,,,0.8125,0.6491111516952515
11,22549,,,0.9375,0.3619701862335205
11,22599,,,0.59375,0.9619928598403931
11,22649,,,0.71875,0.8307055830955505
12,22699,,,0.78125,0.6624600887298584
12,22749,,,0.78125,0.6622439622879028
12,22799,,,0.84375,0.5280206799507141
12,22849,,,0.6875,0.7875072956085205
12,22899,,,0.84375,0.6104422807693481
12,22949,,,0.78125,0.6982694268226624
12,22999,,,0.6875,0.9899832010269165
12,23049,,,0.71875,0.7273901104927063
12,23099,,,0.71875,0.7659876346588135
12,23149,,,0.875,0.4812846779823303
12,23199,,,0.71875,0.7928468585014343
12,23249,,,0.71875,0.7190582156181335
12,23299,,,0.71875,0.7919585704803467
12,23349,,,0.8125,0.6880043745040894
12,23399,,,0.8125,0.6547094583511353
12,23449,,,0.8125,0.5809329748153687
12,23499,,,0.78125,0.6621997356414795
12,23549,,,0.65625,0.858941376209259
12,23599,,,0.71875,0.79887855052948
12,23649,,,0.8125,0.5853440761566162
12,23699,,,0.78125,0.7345016002655029
12,23749,,,0.71875,0.8244068026542664
12,23799,,,0.8125,0.6570740938186646
12,23849,,,0.75,0.6586025953292847
12,23899,,,0.71875,0.8933523893356323
12,23949,,,0.6875,0.8881548643112183
12,23999,,,0.78125,0.6627594232559204
12,24049,,,0.75,0.7103487253189087
12,24099,,,0.75,0.742389440536499
12,24149,,,0.75,0.7124439477920532
12,24199,,,0.8125,0.5822423696517944
12,24249,,,0.71875,0.7961915135383606
12,24299,,,0.8125,0.5815197229385376
12,24349,,,0.65625,0.9409598708152771
12,24399,,,0.8125,0.6815553307533264
12,24449,,,0.8125,0.6112741231918335
12,24499,,,0.625,1.1299978494644165
12,24549,,,0.75,0.782813310623169
13,24599,,,0.78125,0.6964082717895508
13,24649,,,0.71875,0.6990334987640381
13,24699,,,0.8125,0.5851547718048096
13,24749,,,0.71875,0.729694128036499
13,24799,,,0.78125,0.6633780598640442
13,24849,,,0.6875,0.8478679656982422
13,24899,,,0.8125,0.6118447184562683
13,24949,,,0.71875,0.7641763091087341
13,24999,,,0.84375,0.5544856786727905
13,25049,,,0.84375,0.49926114082336426
13,25099,,,0.90625,0.3920528292655945
13,25149,,,0.875,0.4507560133934021
13,25199,,,0.65625,0.9357750415802002
13,25249,,,0.90625,0.4546164572238922
13,25299,,,0.875,0.4877694845199585
13,25349,,,0.71875,0.7977456450462341
13,25399,,,0.75,0.7420409917831421
13,25449,,,0.84375,0.5638102293014526
13,25499,,,0.78125,0.693598210811615
13,25549,,,0.75,0.7127021551132202
13,25599,,,0.65625,0.8242230415344238
13,25649,,,0.8125,0.5465009212493896
13,25699,,,0.84375,0.662373960018158
13,25749,,,0.8125,0.5829650163650513
13,25799,,,0.75,0.6830289363861084
13,25849,,,0.84375,0.5068586468696594
13,25899,,,0.8125,0.5469533205032349
13,25949,,,0.78125,0.6313245296478271
13,25999,,,0.71875,0.791021466255188
13,26049,,,0.65625,0.9611491560935974
13,26099,,,0.875,0.4872558116912842
13,26149,,,0.71875,0.8604816794395447
13,26199,,,0.6875,0.781493604183197
13,26249,,,0.78125,0.6629197001457214
13,26299,,,0.875,0.5095319151878357
13,26349,,,0.75,0.7116678953170776
13,26399,,,0.84375,0.4944972097873688
13,26449,,,0.84375,0.5549918413162231
14,26499,,,0.6875,0.8752436637878418
14,26549,,,0.8125,0.5836671590805054
14,26599,,,0.75,0.7562850713729858
14,26649,,,0.75,0.8831902146339417
14,26699,,,0.71875,0.8306244611740112
14,26749,,,0.78125,0.7569467425346375
14,26799,,,0.65625,0.869403600692749
14,26849,,,0.8125,0.6852277517318726
14,26899,,,0.75,0.6822605133056641
14,26949,,,0.75,0.8061577081680298
14,26999,,,0.75,0.782066822052002
14,27049,,,0.75,0.8054825663566589
14,27099,,,0.84375,0.5033073425292969
14,27149,,,0.875,0.45578432083129883
14,27199,,,0.84375,0.5325382947921753
14,27249,,,0.6875,0.8377681374549866
14,27299,,,0.59375,0.9734774827957153
14,27349,,,0.78125,0.6303685903549194
14,27399,,,0.6875,0.867725133895874
14,27449,,,0.75,0.7410025596618652
14,27499,,,0.75,0.740405261516571
14,27549,,,0.84375,0.7369328141212463
14,27599,,,0.8125,0.6114000678062439
14,27649,,,0.75,0.7156606316566467
14,27699,,,0.75,0.7137296199798584
14,27749,,,0.71875,0.9749811887741089
14,27799,,,0.75,0.7411184906959534
14,27849,,,0.59375,0.965100884437561
14,27899,,,0.75,0.7455679178237915
14,27949,,,0.65625,0.9896444082260132
14,27999,,,0.90625,0.40082740783691406
14,28049,,,0.71875,0.7975666522979736
14,28099,,,0.78125,0.5988062620162964
14,28149,,,0.71875,0.7948876619338989
14,28199,,,0.71875,0.8234137296676636
14,28249,,,0.8125,0.6109036803245544
14,28299,,,0.59375,0.983354389667511
14,28349,,,0.84375,0.5635862350463867
15,28399,,,0.78125,0.6643627882003784
15,28449,,,0.8125,0.6140788793563843
15,28499,,,0.78125,0.6298992037773132
15,28549,,,0.71875,0.797670841217041
15,28599,,,0.71875,0.7654253244400024
15,28649,,,0.875,0.5109100341796875
15,28699,,,0.71875,0.8555612564086914
15,28749,,,0.78125,0.7609259486198425
15,28799,,,0.875,0.44102683663368225
15,28849,,,0.71875,0.8963006734848022
15,28899,,,0.78125,0.6622763276100159
15,28949,,,0.71875,0.7942290902137756
15,28999,,,0.84375,0.5629243850708008
15,29049,,,0.75,0.7097047567367554
15,29099,,,0.90625,0.4009382426738739
15,29149,,,0.78125,0.6271712183952332
15,29199,,,0.8125,0.6913905143737793
15,29249,,,0.84375,0.529015064239502
15,29299,,,0.78125,0.6305515766143799
15,29349,,,0.90625,0.39671576023101807
15,29399,,,0.8125,0.6086085438728333
15,29449,,,0.75,0.7153027653694153
15,29499,,,0.78125,0.69651198387146
15,29549,,,0.71875,0.8266990780830383
15,29599,,,0.84375,0.5282914042472839
15,29649,,,0.71875,0.8895969986915588
15,29699,,,0.8125,0.6410247087478638
15,29749,,,0.8125,0.5815220475196838
15,29799,,,0.78125,0.6628222465515137
15,29849,,,0.75,0.6816375851631165
15,29899,,,0.75,0.6797178983688354
15,29949,,,0.8125,0.6821881532669067
15,29999,,,0.78125,0.8391867876052856
15,30049,,,0.84375,0.49473512172698975
15,30099,,,0.78125,0.6273068189620972
15,30149,,,0.6875,0.9131773710250854
15,30199,,,0.78125,0.7284156084060669
15,30249,,,0.625,0.927912712097168
16,30299,,,0.75,0.7439067363739014
16,30349,,,0.8125,0.7168250679969788
16,30399,,,0.625,0.9932671785354614
16,30449,,,0.78125,0.6925723552703857
16,30499,,,0.84375,0.5551148653030396
16,30549,,,0.8125,0.6445857286453247
16,30599,,,0.6875,0.8857170343399048
16,30649,,,0.78125,0.632199764251709
16,30699,,,0.65625,0.8920729160308838
16,30749,,,0.84375,0.5280736088752747
16,30799,,,0.875,0.506108283996582
16,30849,,,0.8125,0.580743134021759
16,30899,,,0.8125,0.5532220602035522
16,30949,,,0.78125,0.6627967357635498
16,30999,,,0.875,0.4792276918888092
16,31049,,,0.78125,0.7149826884269714
16,31099,,,0.78125,0.6120269298553467
16,31149,,,0.75,0.7162666320800781
16,31199,,,0.75,0.7100274562835693
16,31249,,,0.71875,0.7583947777748108
16,31299,,,0.8125,0.6115601062774658
16,31349,,,0.71875,0.829450786113739
16,31399,,,0.6875,0.9090782403945923
16,31449,,,0.78125,0.663048505783081
16,31499,,,0.78125,0.6330278515815735
16,31549,,,0.78125,0.6027668118476868
16,31599,,,0.65625,1.0004773139953613
16,31649,,,0.8125,0.6434766054153442
16,31699,,,0.71875,0.7623645067214966
16,31749,,,0.84375,0.5320330262184143
16,31799,,,0.90625,0.43238013982772827
16,31849,,,0.78125,0.6620559096336365
16,31899,,,0.71875,0.7928949594497681
16,31949,,,0.75,0.7117442488670349
16,31999,,,0.78125,0.6297077536582947
16,32049,,,0.84375,0.5311773419380188
16,32099,,,0.71875,0.7266179323196411
17,32149,,,0.78125,0.6951308250427246
17,32199,,,0.71875,0.7860503196716309
17,32249,,,0.75,0.7117775082588196
17,32299,,,0.75,0.7467236518859863
17,32349,,,0.8125,0.6403694152832031
17,32399,,,0.875,0.49024856090545654
17,32449,,,0.71875,0.8605878353118896
17,32499,,,0.75,0.7116498947143555
17,32549,,,0.875,0.48584404587745667
17,32599,,,0.71875,0.7932435870170593
17,32649,,,0.875,0.4426584541797638
17,32699,,,0.78125,0.6292476058006287
17,32749,,,0.84375,0.6285511255264282
17,32799,,,0.8125,0.6506764888763428
17,32849,,,0.6875,0.8770363926887512
17,32899,,,0.8125,0.6516434550285339
17,32949,,,0.78125,0.8257825970649719
17,32999,,,0.78125,0.601675271987915
17,33049,,,0.875,0.4517912268638611
17,33099,,,0.78125,0.6298868656158447
17,33149,,,0.75,0.6786415576934814
17,33199,,,0.71875,0.8165068626403809
17,33249,,,0.65625,0.9444609880447388
17,33299,,,0.625,0.9260202646255493
17,33349,,,0.8125,0.643891453742981
17,33399,,,0.75,0.744158148765564
17,33449,,,0.8125,0.5484544634819031
17,33499,,,0.78125,0.6627272367477417
17,33549,,,0.65625,0.8748484253883362
17,33599,,,0.84375,0.5337070822715759
17,33649,,,0.75,0.6784974336624146
17,33699,,,0.8125,0.6794790029525757
17,33749,,,0.78125,0.632737398147583
17,33799,,,0.84375,0.4947206377983093
