epoch,step,test_acc,test_loss,train_acc,train_loss
0,49,,,0.6875,0.921527087688446
0,99,,,0.6875,0.7594990134239197
0,149,,,0.78125,0.6510621309280396
0,199,,,0.9375,0.29549989104270935
0,249,,,0.71875,0.8437840342521667
0,299,,,0.875,0.3795381486415863
0,349,,,0.8125,0.5515357255935669
0,399,,,0.84375,0.5286276936531067
0,449,,,0.84375,0.5010336637496948
0,499,,,0.84375,0.33442223072052
0,549,,,0.75,0.5814350247383118
0,599,,,0.875,0.4496225118637085
0,649,,,0.8125,0.5338342189788818
0,699,,,0.78125,0.5251171588897705
0,749,,,0.875,0.3308642506599426
0,799,,,0.6875,0.7531272768974304
0,849,,,0.9375,0.2109179049730301
0,899,,,0.875,0.32387059926986694
0,949,,,0.6875,0.7110445499420166
0,999,,,0.8125,0.5558895468711853
0,1049,,,0.84375,0.431755930185318
0,1099,,,0.71875,0.6471508145332336
0,1149,,,0.84375,0.5010154843330383
0,1199,,,0.8125,0.5143499374389648
0,1249,,,0.84375,0.5191352963447571
0,1299,,,0.75,0.8047131299972534
0,1349,,,0.71875,0.5972307920455933
0,1399,,,0.875,0.42277267575263977
0,1449,,,0.90625,0.410889208316803
0,1499,,,0.78125,0.6166583299636841
0,1549,,,0.78125,0.5119428634643555
0,1599,,,0.75,0.5845479965209961
0,1649,,,0.78125,0.5822185277938843
0,1699,,,0.6875,0.6544500589370728
0,1749,,,0.78125,0.6607025861740112
0,1799,,,0.96875,0.2995796799659729
0,1849,,,0.6875,0.7797822952270508
1,1899,,,0.8125,0.4656434655189514
1,1949,,,0.8125,0.5074887275695801
1,1999,,,0.75,0.5341467261314392
1,2049,,,0.90625,0.38489770889282227
1,2099,,,0.6875,0.7455424666404724
1,2149,,,0.75,0.5806175470352173
1,2199,,,0.90625,0.37327051162719727
1,2249,,,0.59375,0.9144132137298584
1,2299,,,0.71875,0.6899393796920776
1,2349,,,0.78125,0.5090634822845459
1,2399,,,0.8125,0.5524548292160034
1,2449,,,0.84375,0.45028454065322876
1,2499,,,0.78125,0.7513002753257751
1,2549,,,0.875,0.4187145531177521
1,2599,,,0.84375,0.5747945308685303
1,2649,,,0.84375,0.4510080814361572
1,2699,,,0.84375,0.5429772138595581
1,2749,,,0.75,0.6658133864402771
1,2799,,,0.71875,0.6963738799095154
1,2849,,,0.8125,0.6834040880203247
1,2899,,,0.78125,0.4996785819530487
1,2949,,,0.78125,0.8668254613876343
1,2999,,,0.71875,0.6464887857437134
1,3049,,,0.90625,0.33965542912483215
1,3099,,,0.84375,0.3322319984436035
1,3149,,,0.84375,0.3503435552120209
1,3199,,,0.75,0.6846239566802979
1,3249,,,0.75,0.5817749500274658
1,3299,,,0.84375,0.48859885334968567
1,3349,,,0.6875,0.7699263691902161
1,3399,,,0.65625,1.083543300628662
1,3449,,,0.84375,0.3568307161331177
1,3499,,,0.75,0.5770108699798584
1,3549,,,0.71875,0.7332648038864136
1,3599,,,0.78125,0.5723562240600586
1,3649,,,0.90625,0.33346137404441833
1,3699,,,0.8125,0.5709325075149536
1,3749,,,0.65625,0.7108861207962036
2,3799,,,0.78125,0.528572678565979
2,3849,,,0.875,0.38074812293052673
2,3899,,,0.8125,0.3989437222480774
2,3949,,,0.75,0.5568754076957703
2,3999,,,0.84375,0.46334531903266907
2,4049,,,0.78125,0.6282548904418945
2,4099,,,0.875,0.2619980573654175
2,4149,,,0.8125,0.6173491477966309
2,4199,,,0.8125,0.361214816570282
2,4249,,,1.0,0.16747251152992249
2,4299,,,0.8125,0.5476951599121094
2,4349,,,0.78125,0.5924782752990723
2,4399,,,0.625,0.7490411400794983
2,4449,,,0.78125,0.6185951232910156
2,4499,,,0.8125,0.528797447681427
2,4549,,,0.75,0.6286255121231079
2,4599,,,0.84375,0.5110745429992676
2,4649,,,0.875,0.43596479296684265
2,4699,,,0.8125,0.4735502004623413
2,4749,,,0.71875,0.6926487684249878
2,4799,,,0.90625,0.25290918350219727
2,4849,,,0.8125,0.5669245719909668
2,4899,,,0.78125,0.6062915325164795
2,4949,,,0.71875,0.8423140048980713
2,4999,,,0.78125,0.41516876220703125
2,5049,,,0.78125,0.927937924861908
2,5099,,,0.84375,0.5524798035621643
2,5149,,,0.65625,0.6447609066963196
