epoch,step,train_acc,train_loss
0,49,0.78125,0.7382703423500061
0,99,0.71875,0.7716756463050842
0,149,0.84375,0.46991389989852905
0,199,0.875,0.39850306510925293
0,249,0.75,0.7488428354263306
0,299,0.8125,0.6044935584068298
